year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,Individual,Ellen Johnson Sirleaf,1938-10-29,Monrovia,Liberia,Liberia,Female,NA,NA,NA,LBR
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,Individual,Leymah Gbowee,1972-02-01,Monrovia,Liberia,Liberia,Female,NA,NA,NA,LBR
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",1/3,Individual,Tawakkol Karman,1979-02-07,Ta'izz,Yemen,Yemen,Female,NA,NA,NA,YEM
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1/4,Individual,Adam G. Riess,1969-12-16,"Washington, DC",United States of America,United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,USA
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1/4,Individual,Brian P. Schmidt,1967-02-24,"Missoula, MT",United States of America,United States of America,Male,Australian National University,Weston Creek,Australia,USA
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1/2,Individual,Saul Perlmutter,1959-09-22,"Champaign-Urbana, IL",United States of America,United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,USA
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",1/2,Individual,Brian K. Kobilka,1955-05-30,"Little Falls, MN",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",1/2,Individual,Robert J. Lefkowitz,1943-04-15,"New York, NY",United States of America,United States of America,Male,Howard Hughes Medical Institute,Chevy Chase,United States of America,USA
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",1/2,Individual,Alvin E. Roth,1951-12-18,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",1/2,Individual,Lloyd S. Shapley,1923-06-02,"Cambridge, MA",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA
2012,Literature,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary""",1/1,Individual,Mo Yan,1955-02-02,Gaomi,China,China,Male,NA,NA,NA,CHN
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1/2,Individual,Shinya Yamanaka,1962-09-04,Osaka,Japan,Japan,Male,Kyoto University,Kyoto,Japan,JPN
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1/2,Individual,Sir John B. Gurdon,1933-10-02,Dippenhall,United Kingdom,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,GBR
2012,Peace,The Nobel Peace Prize 2012,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe""",1/1,Organization,European Union (EU),NA,NA,NA,NA,NA,NA,NA,NA,
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1/2,Individual,David J. Wineland,1944-02-24,"Milwaukee, WI",United States of America,United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,USA
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1/2,Individual,Serge Haroche,1944-09-11,Casablanca,Morocco,Morocco,Male,Collège de France,Paris,France,MAR
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,Individual,Arieh Warshel,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Israel,Male,University of Southern California,"Los Angeles, CA",United States of America,ISR
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,Individual,Martin Karplus,1930-03-15,Vienna,Austria,Austria,Male,Université de Strasbourg,Strasbourg,France,AUT
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",1/3,Individual,Michael Levitt,1947-05-09,Pretoria,South Africa,South Africa,Male,Stanford University,"Stanford, CA",United States of America,ZAF
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1/3,Individual,Eugene F. Fama,1939-02-14,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1/3,Individual,Lars Peter Hansen,1952-10-26,"Urbana, IL",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",1/3,Individual,Robert J. Shiller,1946-03-29,"Detroit, MI",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA
2013,Literature,The Nobel Prize in Literature 2013,"""master of the contemporary short story""",1/1,Individual,Alice Munro,1931-07-10,Wingham,Canada,Canada,Female,NA,NA,NA,CAN
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1/3,Individual,James E. Rothman,1950-11-03,"Haverhill, MA",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1/3,Individual,Randy W. Schekman,1948-12-30,"St. Paul, MN",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",1/3,Individual,Thomas C. Südhof,1955-12-22,Göttingen,Germany,Germany,Male,Stanford University,"Stanford, CA",United States of America,DEU
2013,Peace,The Nobel Peace Prize 2013,"""for its extensive efforts to eliminate chemical weapons""",1/1,Organization,Organisation for the Prohibition of Chemical Weapons (OPCW),NA,NA,NA,NA,NA,NA,NA,NA,
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1/2,Individual,François Englert,1932-11-06,Etterbeek,Belgium,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,BEL
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1/2,Individual,Peter W. Higgs,1929-05-29,Newcastle upon Tyne,United Kingdom,United Kingdom,Male,University of Edinburgh,Edinburgh,United Kingdom,GBR
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1/3,Individual,Eric Betzig,1960-01-13,"Ann Arbor, MI",United States of America,United States of America,Male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States of America,USA
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1/3,Individual,Stefan W. Hell,1962-12-23,Arad,Romania,Romania,Male,Max-Planck-Institut,Göttingen,Germany,ROU
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",1/3,Individual,William E. Moerner,1953-06-24,"Pleasanton, CA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
2014,Economics,The Sveriges Riksbank Prize in Economic Sciences 2014,"""for his analysis of market power and regulation""",1/1,Individual,Jean Tirole,1953-08-09,Troyes,France,France,Male,Toulouse School of Economics (TSE),Toulouse,France,FRA
2014,Literature,The Nobel Prize in Literature 2014,"""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation""",1/1,Individual,Patrick Modiano,1945-07-30,Paris,France,France,Male,NA,NA,NA,FRA
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1/4,Individual,Edvard I. Moser,1962-04-27,Ålesund,Norway,Norway,Male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,NOR
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1/2,Individual,John O'Keefe,1939-11-18,"New York, NY",United States of America,United States of America,Male,University College London,London,United Kingdom,USA
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",1/4,Individual,May-Britt Moser,1963-01-04,Fosnavåg,Norway,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,NOR
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",1/2,Individual,Kailash Satyarthi,1954-01-11,Vidisha,India,India,Male,NA,NA,NA,IND
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",1/2,Individual,Malala Yousafzai,1997-07-12,Mingora,Pakistan,Pakistan,Female,NA,NA,NA,PAK
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,Individual,Hiroshi Amano,1960-09-11,Hamamatsu,Japan,Japan,Male,Nagoya University,Nagoya,Japan,JPN
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,Individual,Isamu Akasaki,1929-01-30,Chiran,Japan,Japan,Male,Meijo University,Nagoya,Japan,JPN
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",1/3,Individual,Shuji Nakamura,1954-05-22,Ikata,Japan,Japan,Male,University of California,"Santa Barbara, CA",United States of America,JPN
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",1/3,Individual,Aziz Sancar,1946-09-08,Savur,Turkey,Turkey,Male,University of North Carolina,"Chapel Hill, NC",United States of America,TUR
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",1/3,Individual,Paul Modrich,1946-06-13,"Raton, NM",United States of America,United States of America,Male,Howard Hughes Medical Institute,"Durham, NC",United States of America,USA
